Number,Gender,NameSet,GivenName,MiddleInitial,StreetAddress,City,StateFull,ZipCode,CountryFull,EmailAddress,TelephoneNumber,CCNumber,CCExpires,CVV2,NationalID
8270,male,French,Tristan,A,"55 rue Gouin de Beauchesne",SAINT-PAUL,Guyane,97460,France,TristanPinette@fleckens.hu,02.56.29.76.42,4916608357823355,2/2027,608,"1581268561028 43"
8271,female,French,Maryse,G,"75 Rue Hubert de Lisle",LORMONT,Aquitaine,33310,France,MaryseBarteaux@armyspy.com,05.07.49.16.09,4716713595209565,10/2023,411,"2620974480272 27"
8272,female,French,Delphine,T,"44 place de Miremont",VILLENEUVE-SAINT-GEORGES,Île-de-France,94190,France,DelphineBoisclair@einrot.com,01.88.67.74.99,5505276206449337,12/2025,939,"2371243005872 73"
8273,female,French,Maryse,R,"92 rue des Chaligny",NEVERS,Bourgogne,58000,France,MaryseBeauchamp@rhyta.com,03.27.86.65.94,4539897385872206,9/2024,820,"2630921966084 15"
8274,male,French,Faustin,F,"27 rue Bonneterie",MONTAUBAN,Midi-Pyrénées,82000,France,FaustinSevier@armyspy.com,05.13.53.31.39,5342406884848974,3/2024,882,"1941171950915 78"
8275,female,French,Gemma,N,"60 rue Ernest Renan",CHERBOURG,Basse-Normandie,50100,France,GemmaCoulombe@teleworm.us,02.08.47.85.91,5572196210218650,5/2024,781,"2420298267357 53"
8276,male,French,Marmion,C,"93 rue Marguerite",VILLEURBANNE,Rhône-Alpes,69100,France,MarmionChenard@armyspy.com,04.82.48.83.97,4716080476115919,11/2027,129,"1420893075413 24"
8277,female,French,Cammile,T,"49 rue Pierre Motte",SAINTE-ANNE,Guadeloupe,97180,France,CammileSimard@gustr.com,05.56.33.99.52,4485393063968957,9/2023,463,"2500537747308 03"
8278,male,French,Nouel,A,"23 Rue Frédéric Chopin",VERTOU,"Pays de la Loire",44120,France,NouelLabrecque@fleckens.hu,02.33.25.17.80,4929489873824119,11/2024,571,"1920704524030 66"
8279,female,French,Christine,H,"68 rue des lieutemants Thomazo",DOUAI,Nord-Pas-de-Calais,59500,France,ChristineDoiron@armyspy.com,03.48.56.61.30,5241182418094862,11/2027,273,"2890770346760 81"
8280,female,French,Laurette,D,"90 Chemin des Bateliers",ALENÇON,Basse-Normandie,61000,France,LauretteJacques@gustr.com,02.22.67.37.68,5183439601321746,4/2024,712,"2531220269995 15"
8281,female,French,Hortense,R,"10 rue Banaudon",LYON,Rhône-Alpes,69008,France,HortensedeLaunay@teleworm.us,04.85.23.65.22,4916443899171943,7/2027,191,"2410793575441 14"
8282,male,French,Odo,O,"70 cours Franklin Roosevelt",MARSEILLE,"Provence-Alpes-Côte d'Azur",13009,France,OdoTachel@teleworm.us,04.52.72.97.75,5118251814304843,2/2025,111,"1490936937243 87"
8283,male,French,Jeoffroi,C,"97 rue Clement Marot",PÉRIGUEUX,Aquitaine,24000,France,JeoffroiCouture@gustr.com,05.44.87.14.45,5537055998166669,11/2024,874,"1880323847056 57"
8284,female,French,Iva,E,"7 Rue Joseph Vernet",BAGNEUX,Île-de-France,92220,France,IvaLongpre@fleckens.hu,01.82.11.40.00,4716513110427704,3/2026,307,"2660764358299 16"
8285,male,French,Nouel,F,"53 rue des Lacs",HÉNIN-BEAUMONT,Nord-Pas-de-Calais,62110,France,NouelLandry@superrito.com,03.38.14.64.67,4929318575984881,11/2024,948,"1821016981887 69"
8286,male,French,Zerbino,D,"90 route de Lyon",IVRY-SUR-SEINE,Île-de-France,94200,France,ZerbinoGarreau@gustr.com,01.11.60.71.73,4532651828287408,5/2024,700,"1850831165623 76"
8287,male,French,Pierre,S,"27 rue du Gue Jacquet",CHÂTENAY-MALABRY,Île-de-France,92290,France,PierreBeaulac@fleckens.hu,01.46.11.95.98,4929180681434296,10/2027,663,"1820513235035 22"
8288,male,French,Bertrand,T,"43 rue des six frères Ruellan",SANNOIS,Île-de-France,95110,France,BertrandGodin@gustr.com,01.99.89.95.90,4916360633203370,7/2024,970,"1910289140193 76"
8289,female,French,Hortense,Q,"71 boulevard Bryas",COURBEVOIE,Île-de-France,92400,France,HortensePatenaude@dayrep.com,01.11.90.48.54,5573602826440470,10/2024,524,"2881075844730 71"
8290,female,French,Corette,D,"8 rue La Boétie",PARIS,Île-de-France,75013,France,CoretteSansouci@armyspy.com,01.81.79.93.22,5492714353858806,7/2024,169,"2640519345397 37"
8291,female,French,Jeannine,M,"51 Cours Marechal-Joffre",DENAIN,Nord-Pas-de-Calais,59220,France,JeannineLaframboise@teleworm.us,03.03.76.89.81,5162275015825046,6/2024,051,"2501210719482 55"
8292,male,French,Gilles,A,"12 rue Petite Fusterie",BOURGES,Centre,18000,France,GillesMartineau@armyspy.com,02.49.68.47.62,5445954432028272,7/2023,587,"1710900876686 10"
8293,female,French,Esmeraude,A,"63 quai Saint-Nicolas",TOURCOING,Nord-Pas-de-Calais,59200,France,EsmeraudeMichaud@einrot.com,03.73.46.49.14,5405831171531765,8/2023,084,"2871020186480 61"
8294,female,French,Claude,R,"42 Rue Joseph Vernet",BAGNEUX,Île-de-France,92220,France,ClaudeDuplessis@dayrep.com,01.86.48.39.40,5200527837000735,8/2023,281,"2630431321113 71"
8295,male,French,Théodore,A,"97 avenue de Bouvines",SEVRAN,Île-de-France,93270,France,TheodoreLapierre@rhyta.com,01.94.13.18.26,5415915731120959,6/2023,222,"1011144190899 50"
8296,female,French,Odelette,C,"65 rue Marie de Médicis",BIARRITZ,Aquitaine,64200,France,OdeletteLussier@superrito.com,05.86.74.90.54,5312389179215867,1/2023,021,"2930451570524 74"
8297,male,French,Octave,C,"3 Chemin Du Lavarin Sud",CACHAN,Île-de-France,94230,France,OctaveBeauchamp@teleworm.us,01.87.00.55.68,4485390529114093,2/2023,141,"1600190316680 53"
8298,female,French,Brunella,F,"62 Chemin Challet",LILLE,Nord-Pas-de-Calais,59800,France,BrunellaGuernon@gustr.com,03.09.36.11.13,4532374125400091,8/2027,373,"2481237146711 89"
8299,female,French,Holly,G,"72 rue Cazade",DRANCY,Île-de-France,93700,France,HollyMercure@teleworm.us,01.36.50.47.70,5272394038301922,12/2026,683,"2860581049597 48"
8300,male,French,Bellamy,D,"81 rue des six frères Ruellan",SALON-DE-PROVENCE,"Provence-Alpes-Côte d'Azur",13300,France,BellamyAbril@rhyta.com,04.54.72.05.14,4485725373572807,7/2025,542,"1960210161411 49"
8301,male,French,Nicolas,P,"73 quai Saint-Nicolas",TOURNEFEUILLE,Midi-Pyrénées,31170,France,NicolasCorbin@einrot.com,05.68.00.42.56,4539433692145894,7/2025,233,"1720597649912 79"
8302,female,French,Jacquenett,L,"29 rue Descartes",SURESNES,Île-de-France,92150,France,JacquenettLAnglais@einrot.com,01.32.27.18.79,4485944294286146,1/2027,990,"2871289225341 12"
8303,male,French,René,V,"5 Rue Joseph Vernet",AVIGNON,"Provence-Alpes-Côte d'Azur",84000,France,ReneTetrault@gustr.com,04.06.80.34.32,4716307913264798,3/2027,203,"1900771871715 64"
8304,male,French,Patrick,F,"9 boulevard de Prague",NÎMES,Languedoc-Roussillon,30000,France,PatrickSeguin@armyspy.com,04.52.87.41.81,5244710364439991,5/2025,014,"1690454791488 57"
8305,male,French,Burkett,F,"91 rue Michel Ange","LE HAVRE",Haute-Normandie,76600,France,BurkettRiquier@armyspy.com,02.80.52.26.92,5297089607909268,4/2027,672,"1470366951342 21"
8306,female,French,Nanna,R,"42 rue de la République",LUNÉVILLE,Lorraine,54300,France,NannaPariseau@armyspy.com,03.00.91.58.30,4716320977461259,8/2026,054,"2841115074483 30"
8307,female,French,Melodie,C,"9 rue Sadi Carnot",AUCH,Midi-Pyrénées,32000,France,MelodieRochon@jourrapide.com,05.95.90.33.19,5585543010211598,4/2027,546,"2630386952883 16"
8308,male,French,Turner,L,"61 rue de Penthièvre",PONTOISE,Île-de-France,95000,France,TurnerLaboissonniere@fleckens.hu,03.57.55.47.12,4556171102181632,8/2027,692,"1640408198695 18"
8309,female,French,Jeannine,T,"84 rue Marie de Médicis",BÉZIERS,Languedoc-Roussillon,34500,France,JeannineGosselin@cuvox.de,04.10.90.65.11,5532634546997752,7/2025,529,"2890564940028 01"
8310,female,French,Emmeline,V,"13 rue La Boétie",PARIS,Île-de-France,75013,France,EmmelineDesilets@teleworm.us,01.18.80.66.68,5312610994290169,1/2023,345,"2810154080354 77"
8311,female,French,Vedette,P,"43 Rue du Limas",BASSE-TERRE,Guadeloupe,97100,France,VedetteBlanc@armyspy.com,05.82.92.68.49,5160497115142732,9/2026,442,"2780297966550 45"
8312,female,French,Rosemarie,M,"64 rue Saint Germain",GAGNY,Île-de-France,93220,France,RosemarieGarreau@jourrapide.com,01.79.97.65.66,5278608563064447,10/2023,300,"2530468136145 36"
8313,male,French,Senior,S,"74 rue du Paillle en queue","LES MUREAUX",Île-de-France,78130,France,SeniorBonami@einrot.com,01.38.47.63.48,5162791990206648,7/2026,610,"1411100900565 40"
8314,female,French,Dominique,B,"90 rue La Boétie",PARIS,Île-de-France,75013,France,DominiqueBoivin@einrot.com,01.66.67.69.50,5325927299095043,4/2027,945,"2810642063766 94"
8315,female,French,Alaine,P,"77 rue du Général Ailleret","LE TAMPON",Guyane,97430,France,AlaineTanguay@rhyta.com,02.16.17.85.93,4929931243677024,9/2024,642,"2660685700625 02"
8316,female,French,Marcelle,G,"20 Rue de Strasbourg",CLICHY-SOUS-BOIS,Île-de-France,93390,France,MarcelleJacques@dayrep.com,01.23.96.88.70,4539114626313721,1/2026,346,"2370446679290 14"
8317,female,French,Coralie,V,"10 Faubourg Saint Honoré",PARIS,Île-de-France,75019,France,CoraliePaimboeuf@jourrapide.com,01.90.58.19.58,4929093397010708,5/2024,631,"2450778339890 64"
8318,female,French,Pascaline,G,"89 rue Nationale",PARIS,Île-de-France,75007,France,PascalineDesilets@jourrapide.com,01.43.74.04.81,4916441929494467,9/2025,237,"2770409558091 69"
8319,female,French,Rachelle,É,"4 rue Grande Fusterie",BRON,Rhône-Alpes,69500,France,RachelleQuirion@armyspy.com,04.10.48.63.06,5495004635840625,12/2023,685,"2680234587874 90"
8320,male,French,Sidney,C,"7 rue Michel Ange","LE KREMLIN-BICÊTRE",Île-de-France,94270,France,SidneyBussiere@rhyta.com,01.52.74.84.84,4556523140527467,4/2025,587,"1560147098656 20"
8321,female,French,Natalie,S,"77 Avenue Millies Lacroix",ÉLANCOURT,Île-de-France,78990,France,NatalieLaisne@dayrep.com,01.07.73.19.97,5197177316645678,1/2024,074,"2930494887476 24"
8322,male,French,Benjamin,J,"73 Chemin Challet",LIÉVIN,Nord-Pas-de-Calais,62800,France,BenjaminDuffet@gustr.com,03.33.28.55.72,5488890662581853,12/2026,495,"1780794382689 80"
8323,female,French,Minette,C,"93 rue de Raymond Poincaré",NANTES,"Pays de la Loire",44300,France,MinetteTetrault@teleworm.us,02.57.04.63.00,5151091803095657,10/2023,139,"2900481742714 75"
8324,female,French,Carole,F,"18 boulevard Albin Durand",CHAMBÉRY,Rhône-Alpes,73000,France,CaroleGarcia@fleckens.hu,04.91.41.81.19,5272908023719382,12/2025,682,"2410475056803 43"
8325,female,French,Ruby,R,"73 rue Reine Elisabeth",MÉRIGNAC,Aquitaine,33700,France,RubyTalon@armyspy.com,05.60.01.78.44,5496888034591519,4/2023,628,"2580155793380 34"
8326,female,French,Paige,H,"97 route de Lyon",JOUÉ-LÈS-TOURS,Centre,37300,France,PaigePlante@teleworm.us,02.88.90.09.88,5450296464890803,6/2023,959,"2650325347245 80"
8327,male,French,Timothée,C,"35 avenue Voltaire",MAISONS-LAFFITTE,Île-de-France,78600,France,TimotheeLagace@cuvox.de,01.34.71.89.94,4929079004059782,9/2025,404,"1630212695535 18"
8328,male,French,Turner,D,"95 rue de Raymond Poincaré",NEUILLY-SUR-MARNE,Île-de-France,93330,France,TurnerDionne@superrito.com,01.63.52.48.54,5124792905307080,1/2027,573,"1801288395373 53"
8329,male,French,Lyle,O,"14 rue Gouin de Beauchesne",SAINT-NAZAIRE,"Pays de la Loire",44600,France,LyleGrimard@jourrapide.com,02.27.20.40.36,5546290450358137,7/2024,570,"1740225061123 33"
8330,male,French,Fortun,A,"76 Place Charles de Gaulle",VILLEMOMBLE,Île-de-France,93250,France,FortunDupere@jourrapide.com,01.40.15.40.48,4716510911394620,4/2026,084,"1640742781200 01"
8331,male,French,Denis,A,"19 Rue Bonnet",VITRY-SUR-SEINE,Île-de-France,94400,France,DenisGregoire@teleworm.us,01.44.71.04.62,4556483483811905,4/2025,703,"1680127445759 32"
8332,female,French,Fayette,R,"1 Chemin Du Lavarin Sud",CAEN,Basse-Normandie,14000,France,FayetteBarrette@gustr.com,02.57.94.13.99,5438046357216062,12/2025,767,"2971123185938 48"
8333,male,French,Benoît,F,"45 Chemin des Bateliers",ALENÇON,Basse-Normandie,61000,France,BenoitTheriault@armyspy.com,02.66.48.44.27,4485101545332480,4/2027,357,"1550926900230 22"
8334,male,French,Desire,A,"14 rue Isambard",FRANCONVILLE-LA-GARENNE,Île-de-France,95130,France,DesireBoisclair@cuvox.de,01.85.39.71.44,4539652472719806,11/2023,895,"1880694542285 28"
8335,male,French,Harbin,B,"98 place de Miremont",VILLENEUVE-LA-GARENNE,Île-de-France,92390,France,HarbinBelanger@superrito.com,01.66.41.79.03,4532507388633813,7/2027,820,"1710901939785 31"
8336,female,French,Dominique,É,"73 rue du Président Roosevelt",SAVIGNY-SUR-ORGE,Île-de-France,91600,France,DominiqueDumont@gustr.com,01.56.42.39.39,4485769394008797,11/2025,705,"2921276504728 91"
8337,female,French,Madelene,A,"29 Rue de Verdun",MONTGERON,Île-de-France,91230,France,MadelenePrimeau@jourrapide.com,01.63.55.36.47,5330353218199704,7/2023,173,"2471073587464 22"
8338,female,French,Melisande,M,"8 rue Jean-Monnet",GOUSSAINVILLE,Île-de-France,95190,France,MelisandeMarcheterre@dayrep.com,01.96.35.39.26,5470632350898755,10/2025,829,"2821214565086 97"
8339,female,French,Colette,O,"70 Chemin des Bateliers",AJACCIO,Corse,20090,France,ColetteBeausoleil@cuvox.de,04.76.65.25.18,5536139186800700,10/2027,862,"2760930101832 87"
8340,male,French,Sumner,A,"70 rue Sadi Carnot",AUCH,Midi-Pyrénées,32000,France,SumnerMorin@gustr.com,05.44.15.43.92,5166690219980643,1/2023,336,"1930444912942 14"
8341,male,French,Normand,M,"88 Place Napoléon",LAMBERSART,Nord-Pas-de-Calais,59130,France,NormandMartin@dayrep.com,03.26.39.83.32,5532143955610443,11/2026,455,"1580951197758 71"
8342,male,French,Guerin,A,"93 avenue Jean Portalis",TOURS,Centre,37200,France,GuerinCovillon@cuvox.de,02.07.52.90.00,5182015710703775,10/2023,432,"1930676149059 63"
8343,male,French,Marcel,C,"61 Faubourg Saint Honoré",PARIS,Île-de-France,75020,France,MarcelParrot@rhyta.com,01.89.13.89.83,5560778276599588,9/2026,452,"1591198357592 68"
8344,male,French,Beltane,P,"55 rue Nationale",PARIS,Île-de-France,75005,France,BeltaneGrimard@rhyta.com,01.78.93.75.26,5275350418151672,2/2025,568,"1521057490198 40"
8345,male,French,Granville,Z,"86 rue de l'Aigle","LA MADELEINE",Nord-Pas-de-Calais,59110,France,GranvilleForest@teleworm.us,03.60.89.66.88,5207866556556730,2/2027,330,"1580569608668 85"
8346,female,French,Pansy,F,"46 rue du Général Ailleret",LENS,Nord-Pas-de-Calais,62300,France,PansyHarquin@gustr.com,03.16.46.70.27,4485400897230700,1/2023,369,"2970324287307 83"
8347,male,French,Telford,A,"33 rue Beauvau",MARSEILLE,"Provence-Alpes-Côte d'Azur",13002,France,TelfordArtois@fleckens.hu,04.31.68.99.66,4929667731617052,1/2023,729,"1491260304606 72"
8348,male,French,Lance,J,"80 Rue du Limas",BASTIA,Corse,20200,France,LanceLeblanc@teleworm.us,04.97.64.08.31,5345024979802033,2/2026,464,"1551022490569 79"
8349,female,French,Marcelle,R,"65 place de Miremont",VILLEPINTE,Île-de-France,93420,France,MarcelleQuiron@cuvox.de,01.69.16.33.99,4556879909416866,5/2026,601,"2561152211799 51"
8350,male,French,Norris,C,"29 boulevard Albin Durand",CHÂLONS-EN-CHAMPAGNE,Champagne-Ardenne,51000,France,NorrisRochefort@teleworm.us,03.23.84.61.97,5270462334927617,4/2027,595,"1590429408093 12"
8351,female,French,Cinderella,Y,"4 avenue de Provence",VANDOEUVRE-LÈS-NANCY,Lorraine,54500,France,CinderellaMercier@superrito.com,03.91.28.24.14,5248525729658408,12/2025,695,"2501175289162 58"
8352,female,French,Coralie,L,"4 Rue Roussy",ORANGE,"Provence-Alpes-Côte d'Azur",84100,France,CoralieRaymond@fleckens.hu,04.57.21.73.52,4916508174244571,6/2024,356,"2860661929406 03"
8353,female,French,Céline,S,"51 Rue Roussy",OLIVET,Centre,45160,France,CelineDevost@dayrep.com,02.28.43.42.48,4556866166261739,9/2027,891,"2461210724782 92"
8354,female,French,Alphonsine,A,"70 rue du Fossé des Tanneurs",TORCY,Île-de-France,77200,France,AlphonsineLeroy@rhyta.com,01.86.55.95.44,4716472699960066,6/2025,541,"2670609121860 31"
8355,female,French,Françoise,G,"40 avenue Ferdinand de Lesseps",GRANDE-SYNTHE,Nord-Pas-de-Calais,59760,France,FrancoiseLeclair@teleworm.us,02.70.34.99.91,4485209067812100,5/2027,140,"2840842685388 30"
8356,female,French,Émilie,M,"55 rue Gustave Eiffel",REZÉ,"Pays de la Loire",44400,France,EmilieLesperance@superrito.com,02.69.30.39.04,5381923669589005,11/2026,395,"2680662565046 13"
8357,male,French,Wyatt,A,"99 quai Saint-Nicolas",TOURCOING,Nord-Pas-de-Calais,59200,France,WyattRoyer@superrito.com,03.36.91.28.24,5145647800242458,8/2023,523,"1420943892363 16"
8358,female,French,Odelette,F,"23 rue des Coudriers",MULHOUSE,Alsace,68100,France,OdeletteCantin@superrito.com,03.96.54.46.29,4916040774215215,7/2027,212,"2860555937128 90"
8359,female,French,Charmaine,C,"71 rue Cazade",DREUX,Centre,28100,France,CharmaineBeaule@superrito.com,02.96.50.09.83,5344324164965236,12/2027,400,"2680267007111 96"
8360,female,French,Joy,B,"65 Avenue des Tuileries",GUÉRET,Limousin,23000,France,JoyDoyon@armyspy.com,05.98.88.07.36,5141639052302944,1/2026,382,"2801193212109 77"
8361,female,French,Christine,I,"79 place de Miremont",VILLEPARISIS,Île-de-France,77270,France,ChristineBlondlot@dayrep.com,01.34.50.93.82,5190567083300456,8/2026,891,"2860886392067 95"
8362,male,French,Fabien,M,"85 rue des Chaligny",NICE,"Provence-Alpes-Côte d'Azur",06100,France,FabienChalifour@teleworm.us,04.20.52.51.43,5254461330108990,8/2026,771,"1980553037541 03"
8363,male,French,Bartlett,M,"62 Rue de Verdun",MONTÉLIMAR,Rhône-Alpes,26200,France,BartlettGagne@dayrep.com,04.77.16.54.95,5143460825446233,2/2027,562,"1501108194656 05"
8364,female,French,Philippine,M,"78 Rue Hubert de Lisle",LOOS,Nord-Pas-de-Calais,59120,France,PhilippineReault@gustr.com,03.03.66.22.00,4716859481850747,11/2026,583,"2001044488859 57"
8365,female,French,Linette,S,"32 rue du Faubourg National",TARBES,Midi-Pyrénées,65000,France,LinetteGour@fleckens.hu,05.32.32.91.97,4716681974346292,12/2025,964,"2371067911496 40"
8366,male,French,Javier,A,"8 rue des Nations Unies",SAINT-BRIEUC,Bretagne,22000,France,JavierPomerleau@dayrep.com,02.10.22.29.29,5498898477292515,10/2024,841,"1460204081349 79"
8367,female,French,Caroline,M,"71 rue des Coudriers",MONT-SAINT-AIGNAN,Haute-Normandie,76130,France,CarolineCompagnon@rhyta.com,02.88.29.20.53,5126156980936478,1/2026,008,"2730229535463 11"
8368,male,French,Roland,F,"60 place Maurice-Charretier",CHAMPS-SUR-MARNE,Île-de-France,77420,France,RolandBarriere@rhyta.com,01.75.15.99.57,4532707676264921,4/2026,721,"1700979323803 43"
8369,male,French,Namo,A,"37 rue Cazade",DUNKERQUE,Nord-Pas-de-Calais,59140,France,NamoBerthiaume@rhyta.com,03.12.20.84.49,5440995374834594,12/2027,513,"1690710983910 58"
8370,female,French,Linette,F,"81 cours Jean Jaures",BORDEAUX,Aquitaine,33200,France,LinetteFugere@dayrep.com,05.72.95.75.32,5150959858601036,2/2023,200,"2650781383551 59"
8371,male,French,Campbell,F,"57 rue du Général Ailleret","LES ABYMES",Guadeloupe,97139,France,CampbellLouis@dayrep.com,05.16.15.26.82,5313645740865301,8/2023,051,"1910979076658 70"
8372,male,French,Parfait,E,"97 Rue du Limas",BASTIA,Corse,20600,France,ParfaitPirouet@rhyta.com,04.87.96.84.69,5294468590304906,9/2023,173,"1810548883129 59"
8373,female,French,Elita,D,"38 avenue Jules Ferry",SOTTEVILLE-LÈS-ROUEN,Haute-Normandie,76300,France,ElitaBizier@gustr.com,02.46.72.91.71,5184377805774097,5/2027,711,"2610574264031 40"
8374,female,French,Melusina,L,"63 place de Miremont",VILLEPINTE,Île-de-France,93420,France,MelusinaBourque@gustr.com,01.88.70.73.24,5113008087105066,2/2025,494,"2810669926653 69"
8375,male,French,Sennet,A,"92 Place Napoléon",LAVAL,"Pays de la Loire",53000,France,SennetRacine@jourrapide.com,02.11.60.34.59,5308285800542362,10/2027,573,"1730284397941 07"
8376,male,French,Antoine,É,"18 Rue St Ferréol",MEYZIEU,Rhône-Alpes,69330,France,AntoineCartier@superrito.com,04.13.30.85.32,4539518969689382,12/2025,785,"1001219024788 61"
8377,male,French,Saber,N,"38 Rue de la Pompe",MARIGNANE,"Provence-Alpes-Côte d'Azur",13700,France,SaberBilodeau@dayrep.com,04.47.31.28.56,4532967870917472,3/2025,250,"1630249979763 68"
8378,male,French,Alexis,H,"49 rue Pierre Motte",SAINT-DIÉ,Lorraine,88100,France,AlexisNarcisse@rhyta.com,03.69.36.52.95,5100555540649978,4/2025,627,"1740517807390 57"
8379,male,French,Nicholas,C,"82 rue Pierre Motte",SAINT-DIÉ,Lorraine,88100,France,NicholasAyot@cuvox.de,03.22.30.30.36,4916484366669373,9/2027,202,"1430700894361 68"
8380,female,French,Fayme,A,"1 rue Pierre Motte",SAINTE-ANNE,Guadeloupe,97180,France,FaymeJodion@dayrep.com,05.21.14.61.06,4716276273433782,9/2025,206,"2981286668177 08"
